locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
ECD_10005	ECD_10005	1	CP001509	753981	754199	-		Excisionase
ECD_10006	ECD_10006	1	CP001509	754239	754406	-		hypothetical protein
ECD_10007	ECD_10007	1	CP001509	754495	754776	-		ea8.5
ECD_10008	ECD_10008	1	CP001509	754968	755516	-		ea22
ECD_10009	ECD_10009	1	CP001509	755960	756145	-		hypothetical protein
ECD_10010	ECD_10010	1	CP001509	756126	756317	-		hypothetical protein
ECD_10011	ECD_10011	1	CP001509	756290	756472	-		hypothetical protein
ECD_10012	ECD_10012	1	CP001509	756469	757149	-		exonuclease
ECD_10013	ECD_10013	1	CP001509	757146	757931	-		bet
ECD_10014	ECD_10014	1	CP001509	757937	758353	-		host-nuclease inhibitor protein Gam
ECD_10015	ECD_10015	1	CP001509	758308	758451	-		host-killing protein
ECD_10016	ECD_10016	1	CP001509	758420	758584	-		antitermination protein
ECD_10017	ECD_10017	1	CP001509	758657	759025	-		Putative single-stranded DNA binding protein
ECD_10018	ECD_10018	1	CP001509	759208	759408	-		restriction alleviation protein
ECD_10019	ECD_10019	1	CP001509	759392	759478	-		hypothetical protein
ECD_10020	ECD_10020	1	CP001509	759487	759786	-		putative regulatory protein N (early gene regulator)
ECD_10021	ECD_10021	1	CP001509	760101	760751	-		Repressor protein C2
ECD_10022	ECD_10022	1	CP001509	760832	761017	+		Regulatory protein cro (Antirepressor)
ECD_10023	ECD_10023	1	CP001509	761133	761432	+		antitermination protein
ECD_10024	ECD_10024	1	CP001509	761465	762364	+		DNA replication protein
ECD_10025	ECD_10025	1	CP001509	762361	763062	+		DNA replication protein
ECD_10026	ECD_10026	1	CP001509	763059	763862	+		ren exclusion protein
ECD_10027	ECD_10027	1	CP001509	763859	764482	+		late gene regulator
ECD_10028	ECD_10028	1	CP001509	764594	764788	+		hypothetical protein
ECD_10029	ECD_10029	1	CP001509	765159	765482	+		cell lysis protein
ECD_10030	ECD_10030	1	CP001509	765466	765942	+		cell lysis protein
ECD_10031	ECD_10031	1	CP001509	765939	766400	+		cell lysis protein
ECD_10032	ECD_10032	1	CP001509	766432	766725	-		Bor protein precursor
ECD_10033	ECD_10033	1	CP001509	767015	767548	-		putative envelope protein
ECD_10034	ECD_10034	1	CP001509	767711	767917	+		hypothetical protein
ECD_10035	ECD_10035	1	CP001509	768665	769210	+		DNA packaging protein
ECD_10036	ECD_10036	1	CP001509	769185	771110	+		DNA packaging protein
ECD_10037	ECD_10037	1	CP001509	771107	771313	+		head-tail joining protein
ECD_10038	ECD_10038	1	CP001509	771310	772911	+		capsid component
ECD_10039	ECD_10039	1	CP001509	772892	774211	+		capsid component
ECD_10040	ECD_10040	1	CP001509	774221	774553	+		head-DNA stabilization protein
ECD_10041	ECD_10041	1	CP001509	774609	775634	+		capsid component
ECD_10042	ECD_10042	1	CP001509	775676	776074	+		DNA packaging protein
ECD_10043	ECD_10043	1	CP001509	776086	776439	+		head-tail joining protein
ECD_10044	ECD_10044	1	CP001509	776451	777029	+		tail component
ECD_10045	ECD_10045	1	CP001509	777026	777421	+		tail component
ECD_10046	ECD_10046	1	CP001509	777429	778169	+		tail component
ECD_10047	ECD_10047	1	CP001509	778185	778607	+		tail component
ECD_10048	ECD_10048	1	CP001509	778589	779023	+		tail component
ECD_10049	ECD_10049	1	CP001509	779016	781577	+		tail component
ECD_10050	ECD_10050	1	CP001509	781574	781903	+		tail component
ECD_10051	ECD_10051	1	CP001509	781903	782601	+		tail component
ECD_10052	ECD_10052	1	CP001509	782751	783350	+		tail component
ECD_10053	ECD_10053	1	CP001509	783248	783919	+		tail component
ECD_10054	ECD_10054	1	CP001509	783980	787378	+		tail:host specificity protein
ECD_10055	ECD_10055	1	CP001509	787440	788060	+		outer host membrane
ECD_10056	ECD_10056	1	CP001509	788125	789330	+		Tail fiber protein
ECD_10057	ECD_10057	1	CP001509	789504	789767	+		Tail fiber
ECD_10058	ECD_10058	1	CP001509	789632	790570	-		ea59
ECD_00740	ECD_00740	1	CP001509	791426	791902	-		kinase inhibitor-like protein, UPF0098 family
ECD_00741	ECD_00741	1	CP001509	791961	793250	-		7,8-diaminopelargonic acid synthase, PLP-dependent
ECD_00742	ECD_00742	1	CP001509	793337	794377	+		biotin synthase
ECD_00743	ECD_00743	1	CP001509	794374	795528	+		8-amino-7-oxononanoate synthase
ECD_00744	ECD_00744	1	CP001509	795515	796270	+		malonyl-ACP O-methyltransferase, SAM-dependent
ECD_00745	ECD_00745	1	CP001509	796263	796940	+		dethiobiotin synthetase
ECD_00746	ECD_00746	1	CP001509	797519	799540	+		exision nuclease of nucleotide excision repair, DNA damage recognition component
ECD_00747	ECD_00747	1	CP001509	799732	800640	-		putative CofD superfamily transferase
ECD_00748	ECD_00748	1	CP001509	801037	802026	+		molybdopterin biosynthesis protein A
ECD_00749	ECD_00749	1	CP001509	802048	802560	+		inactive molybdopterin adenylyltransferase
ECD_00750	ECD_00750	1	CP001509	802563	803048	+		molybdopterin biosynthesis, protein C
ECD_00751	ECD_00751	1	CP001509	803041	803286	+		molybdopterin synthase, small subunit
ECD_00752	ECD_00752	1	CP001509	803288	803740	+		molybdopterin synthase, large subunit
ECD_00753	ECD_00753	1	CP001509	803876	804580	+		putative acetate transporter; BAX Inhibitor-1 family inner membrane protein
ECD_00754	ECD_00754	1	CP001509	804785	805498	+		BAX Inhibitor-1 family inner membrane protein
ECD_00755	ECD_00755	1	CP001509	805534	806490	-		UPF0104 family inner membrane protein
ECD_00756	ECD_00756	1	CP001509	806490	807731	-		cardiolipin synthase 2
ECD_00757	ECD_00757	1	CP001509	807728	808489	-		endo/exonuclease/phosphatase family protein
ECD_00758	ECD_00758	1	CP001509	808622	809032	+		inner membrane protein
ECD_00759	ECD_00759	1	CP001509	808994	810100	-		putative ABC transporter permease
ECD_00760	ECD_00760	1	CP001509	810111	811244	-		putative ABC transporter permease
ECD_00761	ECD_00761	1	CP001509	811237	812973	-		putative ABC transporter ATPase
ECD_00762	ECD_00762	1	CP001509	812966	813964	-		putative membrane fusion protein (MFP) component of efflux pump, membrane anchor
ECD_00763	ECD_00763	1	CP001509	813964	814635	-		DUF1956 domain-containing tetR family putative transcriptional regulator
ECD_00764	ECD_00764	1	CP001509	814864	816228	+		ATP-dependent RNA helicase
ECD_00765	ECD_00765	1	CP001509	816460	816942	-		DUF1768 family protein
ECD_00766	ECD_00766	1	CP001509	817062	819212	+		ATP-dependent DNA helicase
ECD_00767	ECD_00767	1	CP001509	819240	820202	+		putative family 3 glycosyltransferase
ECD_00768	ECD_00768	1	CP001509	820343	821428	+		putative dehydrogenase
ECD_00769	ECD_00769	1	CP001509	821657	821917	-		DUF1471 family putative periplasmic protein
ECD_00770	ECD_00770	1	CP001509	822182	822448	-		DksA-type zinc finger protein
ECD_00771	ECD_00771	1	CP001509	822522	823199	-		Fe(II)-dependent oxygenase superfamily protein
ECD_00772	ECD_00772	1	CP001509	823241	825523	-		catecholate siderophore receptor
ECD_00773	ECD_00773	1	CP001509	825788	826048	-		colanic acid mucoidy stimulation protein
ECD_00774	ECD_00774	1	CP001509	826324	827250	+		23S rRNA m(6)A1618 methyltransferase, SAM-dependent
ECD_00775	ECD_00775	1	CP001509	827247	829472	-		mechanosensitive channel protein, intermediate conductance
ECD_00776	ECD_00776	1	CP001509	829733	830455	-		glutamine transporter subunit
ECD_00777	ECD_00777	1	CP001509	830452	831111	-		glutamine transporter subunit
ECD_00778	ECD_00778	1	CP001509	831250	831996	-		glutamine transporter subunit
ECD_00779	ECD_00779	1	CP001509	832400	832903	-		Fe-binding and storage protein; stress-inducible DNA-binding protein
ECD_00780	ECD_00780	1	CP001509	833202	834089	-		threonine and homoserine efflux system
ECD_00781	ECD_00781	1	CP001509	834442	834957	+		outer membrane protein X
ECD_00782	ECD_00782	1	CP001509	835006	836589	-		OPG biosynthetic transmembrane phosphoethanolamine transferase
ECD_00783	ECD_00783	1	CP001509	836663	836932	+		hypothetical protein
ECD_04299	ECD_04299	1	CP001509	836861	836989	-		Mn(2)-response protein, MntR-repressed
ECD_00784	ECD_00784	1	CP001509	837175	837642	+		Mn(2+)-responsive manganese regulon transcriptional regulator
ECD_00785	ECD_00785	1	CP001509	837639	838757	+		putative transporter
ECD_00786	ECD_00786	1	CP001509	838816	839736	-		L,D-transpeptidase linking Lpp to murein
ECD_00787	ECD_00787	1	CP001509	839955	841547	+		ABC-F family putative regulatory ATPase
ECD_00788	ECD_00788	1	CP001509	841715	842980	-		DUF1479 family protein
ECD_00789	ECD_00789	1	CP001509	843132	843947	-		sugar phosphatase; fructose-1-P/ribose-5-P/glucose-6-P phosphatase
ECD_00790	ECD_00790	1	CP001509	844093	846525	-		putative pyruvate formate lyase
ECD_00791	ECD_00791	1	CP001509	846531	847430	-		putative pyruvate formate lyase activating enzyme
ECD_00792	ECD_00792	1	CP001509	847561	848223	+		fructose-6-phosphate aldolase 1
ECD_00793	ECD_00793	1	CP001509	848299	849048	-		molybdopterin synthase sulfurylase
ECD_00794	ECD_00794	1	CP001509	849048	850283	-		molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein
ECD_00795	ECD_00795	1	CP001509	850487	851452	+		Isoaspartyl peptidase
ECD_00796	ECD_00796	1	CP001509	851439	853310	+		glutathione ABC transporter ATPase
ECD_00797	ECD_00797	1	CP001509	853330	854868	+		glutathione ABC transporter periplasmic binding protein
ECD_00798	ECD_00798	1	CP001509	854886	855806	+		glutathione ABC transporter permease
ECD_00799	ECD_00799	1	CP001509	855809	856720	+		glutathione ABC transporter permease
ECD_00800	ECD_00800	1	CP001509	857150	859246	+		putative membrane-anchored cyclic-di-GMP phosphodiesterase
ECD_00801	ECD_00801	1	CP001509	859254	860582	+		putative membrane-anchored diguanylate cyclase
ECD_00802	ECD_00802	1	CP001509	860629	861954	-		ribosomal protein S12 methylthiotransferase
ECD_00803	ECD_00803	1	CP001509	862167	862550	+		repressor of biofilm formation by indole transport regulation
ECD_00804	ECD_00804	1	CP001509	862661	863776	+		soluble aldose sugar dehydrogenase
ECD_00805	ECD_00805	1	CP001509	863773	864399	-		glutathione S-transferase
ECD_00806	ECD_00806	1	CP001509	864646	865848	+		D-alanyl-D-alanine carboxypeptidase; penicillin-binding protein 6a
ECD_00807	ECD_00807	1	CP001509	865895	866653	-		deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; repressor of nupG and tsx
ECD_00808	ECD_00808	1	CP001509	866711	867307	-		undecaprenyl pyrophosphate phosphatase
ECD_00809	ECD_00809	1	CP001509	867592	868824	+		multidrug efflux system protein
ECD_00810	ECD_00810	1	CP001509	868865	869149	-		uncharacterized protein
ECD_00811	ECD_00811	1	CP001509	869235	870050	-		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis
ECD_00812	ECD_00812	1	CP001509	870050	871258	-		putative drug efflux MFS transporter, inner membrane protein
ECD_00813	ECD_00813	1	CP001509	871342	871878	+		transcriptional regulator of csgD and ybiJI; autoregulator
ECD_00814	ECD_00814	1	CP001509	872058	872390	-		hypothetical protein
ECD_00815	ECD_00815	1	CP001509	872499	873443	-		integrase for prophage
ECD_00816	ECD_00816	1	CP001509	873677	873829	-		hypothetical protein
ECD_00817	ECD_00817	1	CP001509	873909	874472	-		Repressor protein
ECD_00818	ECD_00818	1	CP001509	874604	874825	+		hypothetical protein
ECD_00819	ECD_00819	1	CP001509	874858	876303	+		hypothetical protein
ECD_00826	ECD_00826	1	CP001509	876456	876644	+		hypothetical protein
ECD_00827	ECD_00827	1	CP001509	876583	876888	+		Prophage protein
ECD_00828	ECD_00828	1	CP001509	877081	877416	-		hypothetical protein
ECD_00829	ECD_00829	1	CP001509	877688	877852	+		hypothetical protein
ECD_00830	ECD_00830	1	CP001509	877889	878812	+		hypothetical protein
ECD_00831	ECD_00831	1	CP001509	878975	879937	+		retron EC86 RNA-directed DNA polymerase-like protein
ECD_00832	ECD_00832	1	CP001509	879955	880983	-		putative capsid portal protein
ECD_00833	ECD_00833	1	CP001509	880980	882746	-		Terminase, ATPase subunit
ECD_00834	ECD_00834	1	CP001509	882889	883641	+		putative capsid scaffolding protein
ECD_00835	ECD_00835	1	CP001509	883635	883781	+		hypothetical protein
ECD_00836	ECD_00836	1	CP001509	883778	884206	+		putative Regulatory protein
ECD_00837	ECD_00837	1	CP001509	884049	884339	+		Fels-2 prophage protein
ECD_00838	ECD_00838	1	CP001509	884302	884733	+		putative phage tail protein
ECD_00839	ECD_00839	1	CP001509	884726	885172	+		putative phage tail protein
ECD_00840	ECD_00840	1	CP001509	885114	885920	-		hypothetical protein
ECD_00841	ECD_00841	1	CP001509	885781	886602	+		hypothetical protein
ECD_00842	ECD_00842	1	CP001509	886599	886958	+		phage baseplate assembly protein
ECD_00843	ECD_00843	1	CP001509	886945	887853	+		phage baseplate assembly protein
ECD_00844	ECD_00844	1	CP001509	887846	888451	+		putative phage tail protein
ECD_00845	ECD_00845	1	CP001509	888448	890070	+		hypothetical protein
ECD_00846	ECD_00846	1	CP001509	890072	890509	+		hypothetical protein
ECD_00847	ECD_00847	1	CP001509	890481	891083	-		e14 prophage; putative tail fiber assembly protein
ECD_00848	ECD_00848	1	CP001509	891083	891622	-		bacteriophage tail fiber protein
ECD_00849	ECD_00849	1	CP001509	891653	891928	+		putative DNA-invertase
ECD_00850	ECD_00850	1	CP001509	891925	892293	+		putative regulator of late gene expression
ECD_00851	ECD_00851	1	CP001509	892351	892602	+		prophage P2 OGR-like protein
ECD_00852	ECD_00852	1	CP001509	892838	894523	-		putative transporter
ECD_00853	ECD_00853	1	CP001509	894793	895170	+		inner membrane protein
ECD_00854	ECD_00854	1	CP001509	895200	895457	-		glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)
ECD_00855	ECD_00855	1	CP001509	895617	895904	+		DUF1418 family protein
ECD_00856	ECD_00856	1	CP001509	895888	896610	+		nitroreductase A, NADPH-dependent, FMN-dependent
ECD_00857	ECD_00857	1	CP001509	896671	897573	+		ribosomal protein S6 modification protein
ECD_00858	ECD_00858	1	CP001509	897661	898137	+		negative regulator of motility; multicopy suppressor of coaA(Ts)
ECD_00859	ECD_00859	1	CP001509	898488	899600	+		putrescine ABC transporter periplasmic binding protein
ECD_00860	ECD_00860	1	CP001509	899695	900828	+		putrescine ABC transporter ATPase
ECD_00861	ECD_00861	1	CP001509	900838	901791	+		putrescine ABC transporter permease
ECD_00862	ECD_00862	1	CP001509	901788	902633	+		putrescine ABC transporter permease
ECD_00863	ECD_00863	1	CP001509	902693	903181	+		DUF2593 family inner membrane protein
ECD_00864	ECD_00864	1	CP001509	903222	904349	+		23S rRNA m(5)U747 methyltransferase, SAM-dependent
ECD_00865	ECD_00865	1	CP001509	904548	905279	-		arginine ABC transporter periplasmic binding protein
ECD_00866	ECD_00866	1	CP001509	905570	906238	-		arginine ABC transporter permease
ECD_00867	ECD_00867	1	CP001509	906238	906954	-		arginine ABC transporter permease
ECD_00868	ECD_00868	1	CP001509	906961	907692	-		arginine transporter subunit
ECD_00869	ECD_00869	1	CP001509	907710	908438	-		arginine ABC transporter ATPase
ECD_00870	ECD_00870	1	CP001509	908656	909171	-		lipoprotein
ECD_00871	ECD_00871	1	CP001509	909297	909620	+		UPF0145 family protein
ECD_00872	ECD_00872	1	CP001509	909617	910447	+		1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein
ECD_00873	ECD_00873	1	CP001509	910444	911457	-		putative NAD(P)H-dependent oxidoreductase
ECD_00874	ECD_00874	1	CP001509	911556	912986	-		putative NAD-dependent oxidoreductase
ECD_00875	ECD_00875	1	CP001509	912997	913998	-		L-allo-threonine aldolase, PLP-dependent
ECD_00876	ECD_00876	1	CP001509	914035	915753	-		pyruvate dehydrogenase, thiamine triphosphate-binding, FAD-binding
ECD_00877	ECD_00877	1	CP001509	915886	916854	-		HCP oxidoreductase, NADH-dependent
ECD_00878	ECD_00878	1	CP001509	916866	918518	-		hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases
ECD_00879	ECD_00879	1	CP001509	918662	919561	-		putative transporter
ECD_00880	ECD_00880	1	CP001509	920056	920751	-		aquaporin Z
ECD_00881	ECD_00881	1	CP001509	921176	922834	+		putative OLD family ATP-dependent endonuclease; DUF2813 family protein
ECD_00882	ECD_00882	1	CP001509	922831	923823	-		DUF535 family protein
ECD_00883	ECD_00883	1	CP001509	923938	925053	+		macrolide transporter membrane fusion protein (MFP) component
ECD_00884	ECD_00884	1	CP001509	925050	926996	+		macrolide ABC transporter peremase/ATPase
ECD_00885	ECD_00885	1	CP001509	927069	927293	-		inhibitor of DNA replication, cold shock protein-like protein
ECD_00886	ECD_00886	1	CP001509	927616	927936	+		regulatory protein for ClpA substrate specificity
ECD_00887	ECD_00887	1	CP001509	927967	930243	+		ATPase and specificity subunit of ClpA-ClpP ATP-dependent serine protease, chaperone activity
ECD_t00022	ECD_t00022	5	CP001509	930941	931028	-		tRNA-Ser
ECD_00888	ECD_00888	1	CP001509	931281	931499	-		translation initiation factor IF-1
ECD_00889	ECD_00889	1	CP001509	931784	932488	-		leucyl/phenylalanyl-tRNA-protein transferase
ECD_00890	ECD_00890	1	CP001509	932530	934251	-		glutathione/cysteine ABC transporter export permease/ATPase
ECD_00891	ECD_00891	1	CP001509	934252	936018	-		glutathione/cysteine ABC transporter export permease/ATPase
ECD_00892	ECD_00892	1	CP001509	936141	937106	-		thioredoxin reductase, FAD/NAD(P)-binding
ECD_00893	ECD_00893	1	CP001509	937651	938145	+		leucine-responsive global transcriptional regulator
ECD_00894	ECD_00894	1	CP001509	938280	942308	+		DNA translocase at septal ring sorting daughter chromsomes
ECD_00895	ECD_00895	1	CP001509	942463	943074	+		lipoprotein chaperone
ECD_00896	ECD_00896	1	CP001509	943085	944428	+		recombination intermediate processing DNA-dependent ATPase
ECD_00897	ECD_00897	1	CP001509	944519	945811	+		seryl-tRNA synthetase
ECD_00898	ECD_00898	1	CP001509	946050	948494	+		dimethyl sulfoxide reductase, anaerobic, subunit A
ECD_00899	ECD_00899	1	CP001509	948505	949122	+		dimethyl sulfoxide reductase, anaerobic, subunit B
ECD_00900	ECD_00900	1	CP001509	949124	949987	+		dimethyl sulfoxide reductase, anaerobic, subunit C
ECD_00901	ECD_00901	1	CP001509	950022	950648	-		putative isochorismatase family hydrolase
ECD_00902	ECD_00902	1	CP001509	950962	952110	+		putative MFS transporter, inner membrane protein
ECD_00903	ECD_00903	1	CP001509	952320	953750	+		putative transporter
ECD_00904	ECD_00904	1	CP001509	953751	954659	-		LysR family putative transcriptional regulator
ECD_00905	ECD_00905	1	CP001509	954759	955349	+		putative NAD(P)H-dependent oxidoreductase
ECD_00906	ECD_00906	1	CP001509	955431	956171	-		pyruvate formate-lyase 1-activating enzyme; [formate-C-acetyltransferase 1]-activating enzyme; PFL activase
ECD_00907	ECD_00907	1	CP001509	956363	958645	-		formate C-acetyltransferase 1, anaerobic; pyruvate formate-lyase 1
ECD_00908	ECD_00908	1	CP001509	958700	959557	-		formate channel
ECD_00909	ECD_00909	1	CP001509	959962	961722	-		ribosomal protein S12 methylthiotransferase accessory factor
ECD_00910	ECD_00910	1	CP001509	961852	962544	+		UPF0702 family putative inner membrane protein
ECD_00911	ECD_00911	1	CP001509	962743	963831	+		3-phosphoserine/phosphohydroxythreonine aminotransferase
ECD_00912	ECD_00912	1	CP001509	963902	965185	+		5-enolpyruvylshikimate-3-phosphate synthetase
ECD_00913	ECD_00913	1	CP001509	965354	966118	+		putative peptidase-related chaperone
ECD_00914	ECD_00914	1	CP001509	966291	966974	+		cytidylate kinase
ECD_00915	ECD_00915	1	CP001509	967085	968758	+		30S ribosomal subunit protein S1
ECD_00916	ECD_00916	1	CP001509	968918	969202	+		integration host factor (IHF), DNA-binding protein, beta subunit
ECD_00917	ECD_00917	1	CP001509	969410	971674	+		ComEC family inner membrane protein
ECD_00918	ECD_00918	1	CP001509	971711	973459	+		lipid ABC transporter permease/ATPase
ECD_00919	ECD_00919	1	CP001509	973456	974442	+		lipid A 4'kinase
ECD_00920	ECD_00920	1	CP001509	974479	975711	+		DUF1006 family protein with C-terminal wHTH domain
ECD_00921	ECD_00921	1	CP001509	975763	975945	+		peroxide and acid resistance protein, UPF0434 family
ECD_00922	ECD_00922	1	CP001509	975942	976688	+		3-deoxy-manno-octulosonate cytidylyltransferase
ECD_00923	ECD_00923	1	CP001509	976842	977735	+		protein kinase-like domain protein
ECD_00924	ECD_00924	1	CP001509	977712	978491	-		envelope biogenesis factor; DUF218 superfamily protein
ECD_00925	ECD_00925	1	CP001509	978627	979412	+		putative S-adenosyl-L-methionine-dependent methyltransferase
ECD_00926	ECD_00926	1	CP001509	979409	980731	+		chromosome condensin MukBEF, kleisin-like subunit, binds calcium
ECD_00927	ECD_00927	1	CP001509	980712	981416	+		chromosome condensin MukBEF, MukE localization factor
ECD_00928	ECD_00928	1	CP001509	981416	985876	+		chromosome condensin MukBEF, ATPase and DNA-binding subunit
ECD_00929	ECD_00929	1	CP001509	986137	987984	+		murein L,D-transpeptidase
ECD_00930	ECD_00930	1	CP001509	988165	988713	+		M15A protease-related family periplasmic protein
ECD_00931	ECD_00931	1	CP001509	988740	989387	+		putative metal-binding enzyme
ECD_00932	ECD_00932	1	CP001509	989609	990799	-		aspartate aminotransferase, PLP-dependent
ECD_00933	ECD_00933	1	CP001509	990984	992072	-		outer membrane porin 1a (Ia
ECD_00934	ECD_00934	1	CP001509	992674	994074	-		asparaginyl tRNA synthetase
ECD_00935	ECD_00935	1	CP001509	994243	995445	-		nicotinate phosphoribosyltransferase
ECD_00936	ECD_00936	1	CP001509	995711	998323	+		aminopeptidase N
ECD_00937	ECD_00937	1	CP001509	998366	999133	-		aliphatic sulfonate ABC transporter ATPase
ECD_00938	ECD_00938	1	CP001509	999130	999921	-		aliphatic sulfonate ABC transporter permease
ECD_00939	ECD_00939	1	CP001509	999932	1001077	-		alkanesulfonate monooxygenase, FMNH(2)-dependent
ECD_00940	ECD_00940	1	CP001509	1001074	1002033	-		aliphatic sulfonate ABC transporter periplasmic binding protein
ECD_00941	ECD_00941	1	CP001509	1002026	1002601	-		NAD(P)H-dependent FMN reductase
ECD_00942	ECD_00942	1	CP001509	1002957	1003496	+		laminin-binding fimbrin subunit
ECD_00943	ECD_00943	1	CP001509	1003579	1004280	+		putative periplasmic pilin chaperone
ECD_00944	ECD_00944	1	CP001509	1004305	1006905	+		putative outer membrane fimbrial subunit export usher protein
ECD_00945	ECD_00945	1	CP001509	1006896	1007966	+		putative fimbrial-like adhesin protein
ECD_00946	ECD_00946	1	CP001509	1007978	1008520	+		putative fimbriae protein
ECD_00947	ECD_00947	1	CP001509	1008528	1009043	+		putative fimbrial-like adhesin protein
ECD_00948	ECD_00948	1	CP001509	1009036	1009746	+		putative periplasmic pilin chaperone
ECD_00949	ECD_00949	1	CP001509	1009857	1010867	+		dihydro-orotate oxidase, FMN-linked
ECD_00950	ECD_00950	1	CP001509	1011041	1011583	+		FtsZ stabilizer
ECD_00951	ECD_00951	1	CP001509	1011580	1012689	-		6-N-hydroxylaminopurine detoxification oxidoreductase
ECD_00952	ECD_00952	1	CP001509	1012933	1015041	+		23S rRNA m(2)G2445 and m(7)G2069 methyltransferases, SAM-dependent
ECD_00953	ECD_00953	1	CP001509	1015053	1016960	+		replication regulatory ABC-F family DNA-binding ATPase
ECD_00954	ECD_00954	1	CP001509	1017090	1018343	+		paraquat-inducible, SoxRS-regulated inner membrane protein
ECD_00955	ECD_00955	1	CP001509	1018348	1019988	+		paraquat-inducible, SoxRS-regulated MCE domain protein
ECD_00956	ECD_00956	1	CP001509	1019985	1020548	+		DUF330 family putative lipoprotein
ECD_00957	ECD_00957	1	CP001509	1020804	1020971	+		ribosome modulation factor
ECD_00958	ECD_00958	1	CP001509	1021041	1021559	-		beta-hydroxydecanoyl thioester dehydrase
ECD_00959	ECD_00959	1	CP001509	1021628	1023388	-		putative peptidase
ECD_00960	ECD_00960	1	CP001509	1023574	1024026	+		Ter macrodomain organizer matS-binding protein
ECD_00961	ECD_00961	1	CP001509	1024102	1025142	-		outer membrane protein A (3a
ECD_00962	ECD_00962	1	CP001509	1025499	1026008	-		SOS cell division inhibitor
ECD_00963	ECD_00963	1	CP001509	1026227	1026856	+		CRP-S-dependent promoter expression factor
ECD_00964	ECD_00964	1	CP001509	1026819	1028972	-		putative transporter, FUSC superfamily inner membrane protein
ECD_00965	ECD_00965	1	CP001509	1028991	1029437	-		DUF307 family inner membrane protein
ECD_00966	ECD_00966	1	CP001509	1029560	1031614	+		DNA helicase IV
ECD_00967	ECD_00967	1	CP001509	1031646	1032104	-		methylglyoxal synthase
ECD_00968	ECD_00968	1	CP001509	1032200	1032862	-		UPF0319 family protein
ECD_00969	ECD_00969	1	CP001509	1033035	1033448	+		putative CoA-binding protein
ECD_00970	ECD_00970	1	CP001509	1033493	1033810	-		heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein
ECD_00971	ECD_00971	1	CP001509	1033868	1035058	-		23S rRNA m(5)C1962 methyltransferase, SAM-dependent
ECD_00972	ECD_00972	1	CP001509	1035153	1035431	+		weak acylphosphatase
ECD_00973	ECD_00973	1	CP001509	1035428	1035757	-		mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase
ECD_00974	ECD_00974	1	CP001509	1035848	1036507	-		Modulator of FtsH protease, inner membrane protein
ECD_t00023	ECD_t00023	5	CP001509	1036714	1036801	-		tRNA-Ser
ECD_00975	ECD_00975	1	CP001509	1037228	1038346	+		hydrogenase 1, small subunit
ECD_00976	ECD_00976	1	CP001509	1038343	1040136	+		hydrogenase 1, large subunit
ECD_00977	ECD_00977	1	CP001509	1040155	1040862	+		hydrogenase 1, b-type cytochrome subunit
ECD_00978	ECD_00978	1	CP001509	1040859	1041446	+		hydrogenase 1 maturation protease
ECD_00979	ECD_00979	1	CP001509	1041443	1041841	+		putative HyaA chaperone
ECD_00980	ECD_00980	1	CP001509	1041838	1042695	+		hydrogenase-1 protein nickel incorporation factor
ECD_00981	ECD_00981	1	CP001509	1042829	1044373	+		cytochrome bd-II oxidase, subunit I
ECD_00982	ECD_00982	1	CP001509	1044385	1045521	+		cytochrome bd-II oxidase, subunit II
ECD_04302	ECD_04302	1	CP001509	1045534	1045626	+		putative cytochrome bd-II oxidase subunit
ECD_00983	ECD_00983	1	CP001509	1045706	1047004	+		phosphoanhydride phosphorylase
ECD_00984	ECD_00984	1	CP001509	1047119	1049299	-		tyrosine-protein kinase, role in O-antigen capsule formation
ECD_00985	ECD_00985	1	CP001509	1049319	1049765	-		O-antigen capsule forming protein-tyrosine-phosphatase; Etk-P dephosphorylase
ECD_00986	ECD_00986	1	CP001509	1049753	1050892	-		putative O-antigen capsule outer membrane auxillary protein export channel
ECD_00987	ECD_00987	1	CP001509	1050938	1053034	-		putative O-antigen capsule production periplasmic protein
ECD_00988	ECD_00988	1	CP001509	1053034	1053780	-		putative O-antigen capsule production periplasmic protein
ECD_00989	ECD_00989	1	CP001509	1053777	1054421	-		O-antigen capsule production lipoprotein
ECD_00990	ECD_00990	1	CP001509	1054528	1054833	-		O-antigen capsule production threonine-rich inner membrane protein
ECD_00991	ECD_00991	1	CP001509	1055252	1055464	-		stress protein, member of the CspA-family
ECD_00992	ECD_00992	1	CP001509	1055750	1055962	+		cold shock protein-like protein, cold-inducible
ECD_00993	ECD_00993	1	CP001509	1056136	1056366	+		cold shock gene
ECD_00994	ECD_00994	1	CP001509	1056356	1056529	+		putative phosphatidylethanolamine synthesis regulator
ECD_00995	ECD_00995	1	CP001509	1056577	1057650	-		putative 4Fe-4S membrane protein
